[19Dec2024 00:02:30.752] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-18, 12], pos: MutableBlockPos{x=-280, y=145, z=192}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:33.789] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, 10], pos: MutableBlockPos{x=-88, y=99, z=161}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:33.790] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, 10], pos: MutableBlockPos{x=-88, y=98, z=161}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:33.790] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, 10], pos: MutableBlockPos{x=-88, y=97, z=161}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:33.790] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, 10], pos: MutableBlockPos{x=-87, y=99, z=161}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:33.790] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, 10], pos: MutableBlockPos{x=-87, y=98, z=161}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:33.791] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, 10], pos: MutableBlockPos{x=-87, y=97, z=161}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:33.791] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, 10], pos: MutableBlockPos{x=-86, y=98, z=161}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:33.791] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, 10], pos: MutableBlockPos{x=-86, y=97, z=161}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:33.791] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, 10], pos: MutableBlockPos{x=-85, y=98, z=161}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:33.792] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, 10], pos: MutableBlockPos{x=-85, y=97, z=161}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:33.792] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, 10], pos: MutableBlockPos{x=-92, y=99, z=162}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:33.792] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, 10], pos: MutableBlockPos{x=-92, y=98, z=162}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:33.792] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, 10], pos: MutableBlockPos{x=-92, y=97, z=162}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:33.792] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, 10], pos: MutableBlockPos{x=-91, y=99, z=162}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:33.793] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, 10], pos: MutableBlockPos{x=-91, y=98, z=162}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:33.793] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, 10], pos: MutableBlockPos{x=-91, y=97, z=162}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:33.793] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, 10], pos: MutableBlockPos{x=-90, y=99, z=162}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:33.793] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, 10], pos: MutableBlockPos{x=-90, y=98, z=162}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:33.794] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, 10], pos: MutableBlockPos{x=-90, y=97, z=162}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:33.794] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, 10], pos: MutableBlockPos{x=-89, y=99, z=162}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:33.794] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, 10], pos: MutableBlockPos{x=-89, y=98, z=162}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:33.794] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, 10], pos: MutableBlockPos{x=-89, y=97, z=162}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:33.795] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, 10], pos: MutableBlockPos{x=-88, y=97, z=162}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:33.805] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, 10], pos: MutableBlockPos{x=-87, y=99, z=162}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:33.806] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, 10], pos: MutableBlockPos{x=-86, y=99, z=162}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:33.806] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, 10], pos: MutableBlockPos{x=-86, y=98, z=162}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:33.806] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, 10], pos: MutableBlockPos{x=-86, y=97, z=162}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:33.807] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, 10], pos: MutableBlockPos{x=-89, y=98, z=163}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:33.808] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, 10], pos: MutableBlockPos{x=-89, y=97, z=163}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:33.808] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, 10], pos: MutableBlockPos{x=-86, y=98, z=160}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:33.808] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, 10], pos: MutableBlockPos{x=-86, y=97, z=160}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:33.809] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, 10], pos: MutableBlockPos{x=-84, y=98, z=160}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:33.809] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, 10], pos: MutableBlockPos{x=-84, y=97, z=160}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:33.809] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, 10], pos: MutableBlockPos{x=-84, y=96, z=160}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:35.295] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 14], pos: MutableBlockPos{x=-108, y=85, z=224}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:35.297] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 14], pos: MutableBlockPos{x=-103, y=85, z=225}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:35.297] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 14], pos: MutableBlockPos{x=-103, y=85, z=227}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:35.297] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 14], pos: MutableBlockPos{x=-102, y=86, z=224}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:35.301] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 17], pos: MutableBlockPos{x=-101, y=108, z=272}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:35.301] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 17], pos: MutableBlockPos{x=-97, y=106, z=272}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:35.302] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 17], pos: MutableBlockPos{x=-99, y=107, z=274}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:35.302] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 17], pos: MutableBlockPos{x=-107, y=106, z=272}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:35.304] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 17], pos: MutableBlockPos{x=-106, y=106, z=272}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:35.304] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 17], pos: MutableBlockPos{x=-105, y=107, z=272}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:35.304] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 17], pos: MutableBlockPos{x=-105, y=106, z=272}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:35.304] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 17], pos: MutableBlockPos{x=-104, y=107, z=272}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:35.304] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 17], pos: MutableBlockPos{x=-104, y=106, z=272}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:35.304] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 17], pos: MutableBlockPos{x=-103, y=107, z=272}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:35.304] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 17], pos: MutableBlockPos{x=-103, y=106, z=272}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:35.305] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 17], pos: MutableBlockPos{x=-105, y=106, z=273}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:35.305] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, 17], pos: MutableBlockPos{x=-94, y=107, z=273}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:35.305] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 17], pos: MutableBlockPos{x=-102, y=107, z=272}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:35.305] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 17], pos: MutableBlockPos{x=-102, y=106, z=272}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:35.305] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 17], pos: MutableBlockPos{x=-101, y=106, z=272}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:35.305] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 17], pos: MutableBlockPos{x=-100, y=106, z=272}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:35.305] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 17], pos: MutableBlockPos{x=-99, y=106, z=272}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:35.308] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 16], pos: MutableBlockPos{x=-99, y=70, z=256}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:43.148] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2019ms or 40 ticks behind
[19Dec2024 00:03:46.822] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-25, 11], pos: MutableBlockPos{x=-400, y=72, z=191}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:46.822] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-25, 11], pos: MutableBlockPos{x=-400, y=71, z=191}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:46.823] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-25, 11], pos: MutableBlockPos{x=-400, y=70, z=191}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:46.823] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-25, 12], pos: MutableBlockPos{x=-400, y=72, z=195}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:46.823] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-25, 12], pos: MutableBlockPos{x=-400, y=71, z=195}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:46.823] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-25, 12], pos: MutableBlockPos{x=-400, y=70, z=195}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:46.823] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-25, 12], pos: MutableBlockPos{x=-399, y=72, z=195}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:46.823] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-25, 12], pos: MutableBlockPos{x=-399, y=71, z=195}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:46.823] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-25, 12], pos: MutableBlockPos{x=-400, y=72, z=196}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:46.823] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-25, 12], pos: MutableBlockPos{x=-400, y=71, z=196}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:46.824] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-25, 12], pos: MutableBlockPos{x=-399, y=72, z=196}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:46.824] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-25, 12], pos: MutableBlockPos{x=-399, y=71, z=196}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:46.824] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-25, 12], pos: MutableBlockPos{x=-398, y=72, z=196}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:46.824] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-25, 12], pos: MutableBlockPos{x=-398, y=71, z=196}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:46.824] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-25, 12], pos: MutableBlockPos{x=-400, y=72, z=192}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:46.824] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-25, 12], pos: MutableBlockPos{x=-400, y=71, z=192}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:46.824] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-25, 12], pos: MutableBlockPos{x=-400, y=70, z=192}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:46.824] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-25, 12], pos: MutableBlockPos{x=-400, y=72, z=193}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:46.824] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-25, 12], pos: MutableBlockPos{x=-400, y=71, z=193}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:46.824] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-25, 12], pos: MutableBlockPos{x=-400, y=70, z=193}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:46.825] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-25, 12], pos: MutableBlockPos{x=-399, y=72, z=193}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:46.825] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-25, 12], pos: MutableBlockPos{x=-399, y=71, z=193}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:46.825] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-25, 12], pos: MutableBlockPos{x=-399, y=70, z=193}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:46.825] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-25, 12], pos: MutableBlockPos{x=-400, y=72, z=194}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:46.825] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-25, 12], pos: MutableBlockPos{x=-400, y=71, z=194}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:46.825] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-25, 12], pos: MutableBlockPos{x=-400, y=70, z=194}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:46.825] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-25, 12], pos: MutableBlockPos{x=-399, y=72, z=194}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:46.825] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-25, 12], pos: MutableBlockPos{x=-399, y=71, z=194}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:46.825] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-25, 12], pos: MutableBlockPos{x=-400, y=72, z=195}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:46.825] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-25, 12], pos: MutableBlockPos{x=-400, y=71, z=195}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:46.825] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-25, 12], pos: MutableBlockPos{x=-400, y=70, z=195}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:46.825] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-25, 12], pos: MutableBlockPos{x=-399, y=72, z=195}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
